0.0,86.25,30.0,0.15
0.0,86.25,50.0,0.1125
1.0,68.75,30.0,0.1125
1.0,68.75,50.0,0.1125
2.0,76.25,30.0,0.85
2.0,76.25,50.0,0.925
3.0,78.75,30.0,0.25
3.0,78.75,50.0,0.5875
4.0,62.5,30.0,0.175
4.0,62.5,50.0,0.175
