0.0,86.25,30.0,0.95
0.0,86.25,50.0,0.9125
1.0,68.75,30.0,0.9
1.0,68.75,50.0,0.9125
2.0,76.25,30.0,0.9375
2.0,76.25,50.0,0.9375
3.0,78.75,30.0,0.8375
3.0,78.75,50.0,0.85
4.0,62.5,30.0,0.9125
4.0,62.5,50.0,0.925
