5.0,81.25,30.0,23.0,14.0,20.0,23.0
5.0,81.25,50.0,18.0,19.0,36.0,7.0
6.0,73.75,30.0,18.0,23.0,36.0,3.0
6.0,73.75,50.0,17.0,24.0,37.0,2.0
7.0,58.75,30.0,71.0,1.0,8.0,0.0
7.0,58.75,50.0,64.0,8.0,8.0,0.0
