8.0,71.25,30.0,34.0,11.0,2.0,33.0
8.0,71.25,50.0,28.0,17.0,1.0,34.0
9.0,75.0,30.0,28.0,8.0,6.0,38.0
9.0,75.0,50.0,24.0,12.0,4.0,40.0
