8.0,71.25,30.0,29.0,16.0,34.0,1.0
8.0,71.25,50.0,29.0,16.0,34.0,1.0
9.0,75.0,30.0,26.0,10.0,29.0,15.0
9.0,75.0,50.0,15.0,21.0,39.0,5.0
