0.0,78.75,30.0,0.4375
0.0,78.75,50.0,0.7375
1.0,62.5,30.0,0.0625
1.0,62.5,50.0,0.15
2.0,65.0,30.0,0.2125
2.0,65.0,50.0,0.375
