8.0,75.0,30.0,37.0,4.0,1.0,38.0
8.0,75.0,50.0,35.0,6.0,0.0,39.0
9.0,81.25,30.0,30.0,0.0,7.0,43.0
9.0,81.25,50.0,29.0,1.0,4.0,46.0
