8.0,75.0,30.0,20.0,21.0,39.0,0.0
8.0,75.0,50.0,15.0,26.0,39.0,0.0
9.0,81.25,30.0,27.0,3.0,0.0,50.0
9.0,81.25,50.0,11.0,19.0,24.0,26.0
